model,problem,level,Average accuracy,Failure,weighted_accuracy,weighted_failed,complexity,lvl_correctness,is_close
GPT 4 Turbo,gcpResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 1,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 2,0.1,0.0,0.0036363636363636364,0.0,NP-Hard,"[False, False, False, True, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,NP-Hard,"[False, False, False, False, False, False, True, False, False, False]",True
PaLM 2,gcpResults,Lvl 4,0.1,0.0,0.007272727272727273,0.0,NP-Hard,"[False, False, True, False, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 5,0.3,0.0,0.02727272727272727,0.0,NP-Hard,"[True, True, False, False, False, False, False, False, False, True]",True
PaLM 2,gcpResults,Lvl 6,0.4,0.0,0.04363636363636364,0.0,NP-Hard,"[False, False, False, True, False, True, False, True, True, False]",True
PaLM 2,gcpResults,Lvl 7,0.1,0.0,0.012727272727272728,0.0,NP-Hard,"[False, False, False, True, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 8,0.2,0.0,0.02909090909090909,0.0,NP-Hard,"[False, True, True, False, False, False, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 9,0.2,0.0,0.03272727272727273,0.0,NP-Hard,"[False, True, False, False, False, True, False, False, False, False]",True
PaLM 2,gcpResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Hard,"[False, False, False, False, False, False, False, False, False, False]",True
Claude Instant,edpResults,Lvl 1,0.8,0.0,0.014545454545454545,0.0,P,"[True, True, False, True, True, False, True, True, True, True]",True
Claude Instant,edpResults,Lvl 2,0.5,0.0,0.01818181818181818,0.0,P,"[False, False, True, True, False, False, False, True, True, True]",True
Claude Instant,edpResults,Lvl 3,0.5,0.0,0.02727272727272727,0.0,P,"[True, True, False, False, False, False, True, True, False, True]",True
Claude Instant,edpResults,Lvl 4,0.3,0.0,0.021818181818181816,0.0,P,"[True, False, False, False, False, True, False, True, False, False]",True
Claude Instant,edpResults,Lvl 5,0.2,0.0,0.01818181818181818,0.0,P,"[False, True, True, False, False, False, False, False, False, False]",True
Claude Instant,edpResults,Lvl 6,0.3,0.0,0.03272727272727272,0.0,P,"[False, True, True, False, False, False, False, True, False, False]",True
Claude Instant,edpResults,Lvl 7,0.1,0.0,0.012727272727272728,0.0,P,"[False, False, False, False, False, True, False, False, False, False]",True
Claude Instant,edpResults,Lvl 8,0.1,0.0,0.014545454545454545,0.0,P,"[False, True, False, False, False, False, False, False, False, False]",True
Claude Instant,edpResults,Lvl 9,0.1,0.0,0.016363636363636365,0.0,P,"[False, True, False, False, False, False, False, False, False, False]",True
Claude Instant,edpResults,Lvl 10,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",True
Claude 2,tsp_d_Results,Lvl 1,0.9,0.1,0.016363636363636365,0.01,NP-Complete,"[True, True, True, True, True, 'failed', True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 2,1.0,0.0,0.03636363636363636,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 3,1.0,0.0,0.05454545454545454,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 4,1.0,0.0,0.07272727272727272,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 5,0.9,0.1,0.08181818181818182,0.01,NP-Complete,"[True, True, True, True, True, True, True, True, True, 'failed']",True
Claude 2,tsp_d_Results,Lvl 6,0.8,0.2,0.08727272727272728,0.02,NP-Complete,"['failed', True, True, True, True, 'failed', True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 7,0.8,0.2,0.10181818181818182,0.02,NP-Complete,"[True, True, True, True, True, True, 'failed', 'failed', True, True]",True
Claude 2,tsp_d_Results,Lvl 8,0.9,0.1,0.13090909090909092,0.01,NP-Complete,"[True, True, True, True, 'failed', True, True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 9,1.0,0.0,0.16363636363636364,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude 2,tsp_d_Results,Lvl 10,0.7,0.2,0.12727272727272726,0.02,NP-Complete,"[True, True, True, True, False, True, True, 'failed', True, 'failed']",True
Yi-34b,mspResults,Lvl 1,0.1,0.9,0.0018181818181818182,0.09,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
Yi-34b,mspResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Yi-34b,mspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Claude Instant,tsp_d_Results,Lvl 1,0.4,0.0,0.007272727272727273,0.0,NP-Complete,"[False, True, True, False, False, False, True, False, False, True]",True
Claude Instant,tsp_d_Results,Lvl 2,1.0,0.0,0.03636363636363636,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude Instant,tsp_d_Results,Lvl 3,1.0,0.0,0.05454545454545454,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, True, True]",True
Claude Instant,tsp_d_Results,Lvl 4,0.8,0.0,0.05818181818181818,0.0,NP-Complete,"[True, True, False, True, True, True, True, True, False, True]",True
Claude Instant,tsp_d_Results,Lvl 5,0.9,0.0,0.08181818181818182,0.0,NP-Complete,"[True, True, True, True, True, True, True, True, False, True]",True
Claude Instant,tsp_d_Results,Lvl 6,0.5,0.1,0.05454545454545454,0.01,NP-Complete,"[False, True, True, False, True, True, False, 'failed', False, True]",True
Claude Instant,tsp_d_Results,Lvl 7,0.7,0.0,0.08909090909090908,0.0,NP-Complete,"[True, False, True, False, True, True, False, True, True, True]",True
Claude Instant,tsp_d_Results,Lvl 8,0.8,0.1,0.11636363636363636,0.01,NP-Complete,"[True, True, True, True, True, 'failed', True, False, True, True]",True
Claude Instant,tsp_d_Results,Lvl 9,0.6,0.0,0.09818181818181818,0.0,NP-Complete,"[True, False, True, False, True, True, True, False, True, False]",True
Claude Instant,tsp_d_Results,Lvl 10,0.7,0.0,0.12727272727272726,0.0,NP-Complete,"[False, True, True, True, True, True, False, True, True, False]",True
Claude 2,gcp_d_Results,Lvl 1,0.9,0.0,0.016363636363636365,0.0,NP-Complete,"[True, True, True, True, True, False, True, True, True, True]",True
Claude 2,gcp_d_Results,Lvl 2,0.9,0.0,0.03272727272727273,0.0,NP-Complete,"[True, True, True, True, True, False, True, True, True, True]",True
Claude 2,gcp_d_Results,Lvl 3,0.8,0.0,0.04363636363636364,0.0,NP-Complete,"[False, True, True, True, True, True, False, True, True, True]",True
Claude 2,gcp_d_Results,Lvl 4,0.8,0.0,0.05818181818181818,0.0,NP-Complete,"[False, True, True, False, True, True, True, True, True, True]",True
Claude 2,gcp_d_Results,Lvl 5,0.7,0.0,0.06363636363636363,0.0,NP-Complete,"[False, True, True, True, False, True, True, False, True, True]",True
Claude 2,gcp_d_Results,Lvl 6,0.6,0.0,0.06545454545454545,0.0,NP-Complete,"[True, True, False, True, True, False, False, True, True, False]",True
Claude 2,gcp_d_Results,Lvl 7,0.4,0.0,0.05090909090909091,0.0,NP-Complete,"[False, True, False, False, False, True, False, True, False, True]",True
Claude 2,gcp_d_Results,Lvl 8,0.6,0.0,0.08727272727272727,0.0,NP-Complete,"[False, True, True, False, True, True, True, False, True, False]",True
Claude 2,gcp_d_Results,Lvl 9,0.3,0.0,0.04909090909090909,0.0,NP-Complete,"[False, False, True, True, False, True, False, False, False, False]",True
Claude 2,gcp_d_Results,Lvl 10,0.3,0.0,0.05454545454545454,0.0,NP-Complete,"[False, False, True, True, False, False, True, False, False, False]",True
Phi-1.5,gcpResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 3,0.1,0.9,0.005454545454545455,0.09,NP-Hard,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 8,0.1,0.9,0.014545454545454545,0.09,NP-Hard,"[True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,gcpResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
PaLM 2,kspResults,Lvl 1,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 2,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,NP-Complete,"[False, False, False, False, False, False, True, False, False, False]",True
PaLM 2,kspResults,Lvl 4,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 8,0.1,0.0,0.014545454545454545,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, True]",True
PaLM 2,kspResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
PaLM 2,kspResults,Lvl 10,0.0,0.1,0.0,0.01,NP-Complete,"[False, False, False, False, False, False, False, False, 'failed', False]",True
GPT 4 Turbo,kspResults,Lvl 1,0.8,0.1,0.014545454545454545,0.01,NP-Complete,"[True, False, True, True, 'failed', True, True, True, True, True]",True
GPT 4 Turbo,kspResults,Lvl 2,0.3,0.0,0.010909090909090908,0.0,NP-Complete,"[True, False, False, False, True, False, True, False, False, False]",True
GPT 4 Turbo,kspResults,Lvl 3,0.1,0.0,0.005454545454545455,0.0,NP-Complete,"[False, False, False, False, False, False, True, False, False, False]",True
GPT 4 Turbo,kspResults,Lvl 4,0.0,0.1,0.0,0.01,NP-Complete,"[False, 'failed', False, False, False, False, False, False, False, False]",True
GPT 4 Turbo,kspResults,Lvl 5,0.2,0.0,0.01818181818181818,0.0,NP-Complete,"[True, False, False, False, False, False, False, False, True, False]",True
GPT 4 Turbo,kspResults,Lvl 6,0.1,0.0,0.01090909090909091,0.0,NP-Complete,"[False, False, False, False, False, True, False, False, False, False]",True
GPT 4 Turbo,kspResults,Lvl 7,0.2,0.1,0.025454545454545455,0.01,NP-Complete,"[False, False, True, 'failed', False, False, False, False, True, False]",True
GPT 4 Turbo,kspResults,Lvl 8,0.1,0.1,0.014545454545454545,0.01,NP-Complete,"[False, False, False, False, False, False, False, 'failed', False, True]",True
GPT 4 Turbo,kspResults,Lvl 9,0.2,0.0,0.03272727272727273,0.0,NP-Complete,"[False, False, False, False, False, False, True, False, False, True]",True
GPT 4 Turbo,kspResults,Lvl 10,0.3,0.0,0.05454545454545454,0.0,NP-Complete,"[False, False, False, True, True, False, False, False, True, False]",True
Claude Instant,gcp_d_Results,Lvl 1,0.7,0.0,0.012727272727272726,0.0,NP-Complete,"[True, True, False, True, True, True, True, True, False, False]",True
Claude Instant,gcp_d_Results,Lvl 2,0.6,0.0,0.021818181818181816,0.0,NP-Complete,"[True, False, True, True, True, False, True, False, True, False]",True
Claude Instant,gcp_d_Results,Lvl 3,0.7,0.0,0.03818181818181818,0.0,NP-Complete,"[False, False, True, False, True, True, True, True, True, True]",True
Claude Instant,gcp_d_Results,Lvl 4,0.5,0.0,0.03636363636363636,0.0,NP-Complete,"[True, False, True, False, False, True, False, True, True, False]",True
Claude Instant,gcp_d_Results,Lvl 5,0.4,0.0,0.03636363636363636,0.0,NP-Complete,"[False, False, False, True, False, True, False, True, False, True]",True
Claude Instant,gcp_d_Results,Lvl 6,0.7,0.0,0.07636363636363636,0.0,NP-Complete,"[True, False, False, True, True, False, True, True, True, True]",True
Claude Instant,gcp_d_Results,Lvl 7,0.4,0.0,0.05090909090909091,0.0,NP-Complete,"[True, False, False, True, True, True, False, False, False, False]",True
Claude Instant,gcp_d_Results,Lvl 8,0.6,0.3,0.08727272727272727,0.03,NP-Complete,"[True, 'failed', 'failed', False, True, True, True, 'failed', True, True]",True
Claude Instant,gcp_d_Results,Lvl 9,0.2,0.0,0.03272727272727273,0.0,NP-Complete,"[False, False, False, False, False, True, False, True, False, False]",True
Claude Instant,gcp_d_Results,Lvl 10,0.6,0.0,0.10909090909090909,0.0,NP-Complete,"[True, False, True, True, False, False, True, True, True, False]",True
GPT 3.5 Turbo,edpResults,Lvl 1,1.0,0.0,0.01818181818181818,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 3.5 Turbo,edpResults,Lvl 2,0.6,0.0,0.021818181818181816,0.0,P,"[True, False, True, True, True, False, True, True, False, False]",True
GPT 3.5 Turbo,edpResults,Lvl 3,0.6,0.0,0.03272727272727272,0.0,P,"[False, True, True, False, False, True, False, True, True, True]",True
GPT 3.5 Turbo,edpResults,Lvl 4,0.6,0.0,0.04363636363636363,0.0,P,"[False, True, True, True, False, True, True, False, False, True]",True
GPT 3.5 Turbo,edpResults,Lvl 5,0.4,0.0,0.03636363636363636,0.0,P,"[False, True, False, True, False, False, True, False, True, False]",True
GPT 3.5 Turbo,edpResults,Lvl 6,0.6,0.0,0.06545454545454545,0.0,P,"[True, False, False, True, True, True, True, True, False, False]",True
GPT 3.5 Turbo,edpResults,Lvl 7,0.3,0.0,0.038181818181818185,0.0,P,"[False, True, False, True, False, False, False, False, False, True]",True
GPT 3.5 Turbo,edpResults,Lvl 8,0.3,0.0,0.04363636363636363,0.0,P,"[False, False, True, False, False, True, False, False, True, False]",True
GPT 3.5 Turbo,edpResults,Lvl 9,0.0,0.0,0.0,0.0,P,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,edpResults,Lvl 10,0.1,0.0,0.01818181818181818,0.0,P,"[False, False, False, False, True, False, False, False, False, False]",True
MPT-30b,tspResults,Lvl 1,0.0,0.9,0.0,0.09,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
MPT-30b,tspResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 3,0.0,0.9,0.0,0.09,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False]",False
MPT-30b,tspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
MPT-30b,tspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Claude 2,bspResults,Lvl 1,0.8,0.2,0.014545454545454545,0.02,P,"[True, True, True, True, True, True, True, 'failed', True, 'failed']",True
Claude 2,bspResults,Lvl 2,0.9,0.0,0.03272727272727273,0.0,P,"[True, True, True, True, False, True, True, True, True, True]",True
Claude 2,bspResults,Lvl 3,0.9,0.0,0.049090909090909095,0.0,P,"[True, True, True, True, True, True, True, True, True, False]",True
Claude 2,bspResults,Lvl 4,0.6,0.4,0.04363636363636363,0.04,P,"[True, True, 'failed', True, True, 'failed', 'failed', True, 'failed', True]",True
Claude 2,bspResults,Lvl 5,0.3,0.5,0.02727272727272727,0.05,P,"['failed', 'failed', 'failed', True, False, False, True, 'failed', 'failed', True]",True
Claude 2,bspResults,Lvl 6,0.7,0.3,0.07636363636363636,0.03,P,"[True, 'failed', True, True, True, 'failed', True, True, 'failed', True]",True
Claude 2,bspResults,Lvl 7,0.2,0.4,0.025454545454545455,0.04,P,"[False, 'failed', False, 'failed', 'failed', False, True, True, 'failed', False]",True
Claude 2,bspResults,Lvl 8,0.4,0.3,0.05818181818181818,0.03,P,"[True, True, False, 'failed', True, False, 'failed', False, 'failed', True]",True
Claude 2,bspResults,Lvl 9,0.5,0.2,0.08181818181818182,0.02,P,"[False, True, True, True, 'failed', False, 'failed', True, False, True]",True
Claude 2,bspResults,Lvl 10,0.2,0.3,0.03636363636363636,0.03,P,"[False, True, 'failed', False, 'failed', False, 'failed', False, True, False]",True
PaLM 2,edpResults,Lvl 1,0.5,0.0,0.00909090909090909,0.0,P,"[False, False, True, False, True, True, False, False, True, True]",True
PaLM 2,edpResults,Lvl 2,0.2,0.2,0.007272727272727273,0.02,P,"[False, False, False, 'failed', 'failed', False, True, False, False, True]",True
PaLM 2,edpResults,Lvl 3,0.1,0.1,0.005454545454545455,0.01,P,"[False, True, False, 'failed', False, False, False, False, False, False]",True
PaLM 2,edpResults,Lvl 4,0.0,0.3,0.0,0.03,P,"[False, False, False, 'failed', False, 'failed', 'failed', False, False, False]",True
PaLM 2,edpResults,Lvl 5,0.0,0.5,0.0,0.05,P,"['failed', False, 'failed', False, 'failed', 'failed', False, False, False, 'failed']",True
PaLM 2,edpResults,Lvl 6,0.1,0.4,0.01090909090909091,0.04,P,"['failed', 'failed', False, False, 'failed', True, False, 'failed', False, False]",True
PaLM 2,edpResults,Lvl 7,0.0,0.7,0.0,0.06999999999999999,P,"['failed', False, 'failed', 'failed', False, 'failed', False, 'failed', 'failed', 'failed']",True
PaLM 2,edpResults,Lvl 8,0.0,0.7,0.0,0.06999999999999999,P,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed', False, False]",True
PaLM 2,edpResults,Lvl 9,0.0,0.8,0.0,0.08,P,"['failed', False, False, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",True
PaLM 2,edpResults,Lvl 10,0.0,0.7,0.0,0.06999999999999999,P,"['failed', False, False, 'failed', False, 'failed', 'failed', 'failed', 'failed', 'failed']",True
GPT 4 Turbo,edpResults,Lvl 1,1.0,0.0,0.01818181818181818,0.0,P,"[True, True, True, True, True, True, True, True, True, True]",True
GPT 4 Turbo,edpResults,Lvl 2,0.8,0.0,0.02909090909090909,0.0,P,"[False, True, True, False, True, True, True, True, True, True]",True
GPT 4 Turbo,edpResults,Lvl 3,0.6,0.0,0.03272727272727272,0.0,P,"[False, False, True, True, False, True, True, True, True, False]",True
GPT 4 Turbo,edpResults,Lvl 4,0.5,0.0,0.03636363636363636,0.0,P,"[False, False, True, False, False, False, True, True, True, True]",True
GPT 4 Turbo,edpResults,Lvl 5,0.7,0.0,0.06363636363636363,0.0,P,"[True, False, True, True, True, True, True, False, False, True]",True
GPT 4 Turbo,edpResults,Lvl 6,0.7,0.0,0.07636363636363636,0.0,P,"[False, False, True, True, False, True, True, True, True, True]",True
GPT 4 Turbo,edpResults,Lvl 7,0.4,0.0,0.05090909090909091,0.0,P,"[False, False, True, False, False, False, True, False, True, True]",True
GPT 4 Turbo,edpResults,Lvl 8,0.5,0.0,0.07272727272727272,0.0,P,"[True, False, True, True, False, True, False, False, False, True]",True
GPT 4 Turbo,edpResults,Lvl 9,0.4,0.0,0.06545454545454546,0.0,P,"[True, False, True, False, True, False, True, False, False, False]",True
GPT 4 Turbo,edpResults,Lvl 10,0.5,0.0,0.09090909090909091,0.0,P,"[False, False, False, True, True, True, False, True, False, True]",True
Phi-1.5,mspResults,Lvl 1,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 2,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 3,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 4,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 5,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 6,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 7,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 8,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 9,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
Phi-1.5,mspResults,Lvl 10,0.0,1.0,0.0,0.1,NP-Hard,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
GPT 3.5 Turbo,kspResults,Lvl 1,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 2,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 3,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 4,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 5,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 6,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 7,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 8,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 9,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
GPT 3.5 Turbo,kspResults,Lvl 10,0.0,0.0,0.0,0.0,NP-Complete,"[False, False, False, False, False, False, False, False, False, False]",True
Mistral-7b,bspResults,Lvl 1,0.5,0.0,0.00909090909090909,0.0,P,"[False, False, False, True, True, True, True, False, True, False]",False
Mistral-7b,bspResults,Lvl 2,0.5,0.0,0.01818181818181818,0.0,P,"[False, True, True, False, True, True, True, False, False, False]",False
Mistral-7b,bspResults,Lvl 3,0.5,0.0,0.02727272727272727,0.0,P,"[True, True, True, False, False, True, False, False, False, True]",False
Mistral-7b,bspResults,Lvl 4,0.2,0.1,0.014545454545454545,0.01,P,"[False, False, False, False, True, False, 'failed', True, False, False]",False
Mistral-7b,bspResults,Lvl 5,0.3,0.0,0.02727272727272727,0.0,P,"[False, True, False, False, True, False, False, False, False, True]",False
Mistral-7b,bspResults,Lvl 6,0.0,0.2,0.0,0.02,P,"[False, False, 'failed', False, False, False, False, False, 'failed', False]",False
