,model,problem,level,Average accuracy,Failure,difference,weighted_accuracy,weighted_failed,lvl_correctness,is_close
4,Claude Instant,bspResults,5,0.5,0.0,1,0.045454545454545456,0.0,"[False, False, True, True, True, True, False, True, False, False]",True
5,Claude Instant,bspResults,6,1.0,0.0,1,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,Claude Instant,bspResults,7,0.7,0.0,1,0.08909090909090908,0.0,"[True, True, False, False, True, True, True, True, True, False]",True
7,Claude Instant,bspResults,8,0.7,0.0,1,0.10181818181818181,0.0,"[True, True, True, True, False, True, True, False, False, True]",True
8,Claude Instant,bspResults,9,0.7,0.0,1,0.11454545454545455,0.0,"[False, True, False, True, True, True, True, True, True, False]",True
9,Claude Instant,bspResults,10,0.4,0.1,1,0.07272727272727272,0.01,"['failed', False, True, True, True, False, False, False, True, False]",True
0,GPT 4 Turbo,bspResults,6,1.0,0.0,-5,0.15,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,7,1.0,0.0,-5,0.175,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,8,1.0,0.0,-5,0.2,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,9,0.9,0.0,-5,0.20249999999999999,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
4,GPT 4 Turbo,bspResults,10,1.0,0.0,-5,0.25,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,GPT 4 Turbo,bspResults,1,1.0,0.0,0,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,2,1.0,0.0,0,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,3,1.0,0.0,0,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,4,1.0,0.0,0,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,5,1.0,0.0,0,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,6,1.0,0.0,0,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,7,1.0,0.0,0,0.12727272727272726,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,8,1.0,0.0,0,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 4 Turbo,bspResults,9,0.9,0.0,0,0.14727272727272728,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
9,GPT 4 Turbo,bspResults,10,1.0,0.0,0,0.18181818181818182,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,PaLM 2,bspResults,1,1.0,0.0,0,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,PaLM 2,bspResults,2,1.0,0.0,0,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,PaLM 2,bspResults,3,0.9,0.0,0,0.049090909090909095,0.0,"[True, False, True, True, True, True, True, True, True, True]",True
3,PaLM 2,bspResults,4,0.9,0.0,0,0.06545454545454546,0.0,"[True, True, True, False, True, True, True, True, True, True]",True
4,PaLM 2,bspResults,5,0.9,0.0,0,0.08181818181818182,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
5,PaLM 2,bspResults,6,0.5,0.2,0,0.05454545454545454,0.02,"['failed', False, True, 'failed', True, False, True, False, True, True]",True
6,PaLM 2,bspResults,7,0.7,0.0,0,0.08909090909090908,0.0,"[True, False, True, False, True, True, True, True, False, True]",True
7,PaLM 2,bspResults,8,0.9,0.0,0,0.13090909090909092,0.0,"[True, True, True, True, False, True, True, True, True, True]",True
8,PaLM 2,bspResults,9,0.6,0.0,0,0.09818181818181818,0.0,"[True, True, False, False, False, True, True, True, True, False]",True
9,PaLM 2,bspResults,10,0.2,0.0,0,0.03636363636363636,0.0,"[False, False, False, False, True, False, False, True, False, False]",True
0,Claude 2,bspResults,1,1.0,0.0,2,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,2,1.0,0.0,2,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,3,1.0,0.0,2,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,Claude 2,bspResults,4,0.8,0.0,2,0.05818181818181818,0.0,"[True, True, True, True, True, True, True, False, True, False]",True
4,Claude 2,bspResults,5,0.8,0.0,2,0.07272727272727272,0.0,"[True, True, False, True, True, True, True, False, True, True]",True
5,Claude 2,bspResults,6,1.0,0.0,2,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,Claude 2,bspResults,7,0.6,0.0,2,0.07636363636363637,0.0,"[False, True, False, True, True, False, True, True, False, True]",True
7,Claude 2,bspResults,8,0.4,0.2,2,0.05818181818181818,0.02,"[True, True, True, False, False, 'failed', False, False, True, 'failed']",True
8,Claude 2,bspResults,9,0.5,0.1,2,0.08181818181818182,0.01,"[False, True, False, True, True, False, True, 'failed', True, False]",True
9,Claude 2,bspResults,10,0.6,0.1,2,0.10909090909090909,0.01,"[True, True, True, False, True, True, 'failed', False, True, False]",True
0,GPT 3.5 Turbo,bspResults,1,0.9,0.0,4,0.016363636363636365,0.0,"[True, True, True, True, True, True, True, False, True, True]",True
1,GPT 3.5 Turbo,bspResults,2,0.9,0.0,4,0.03272727272727273,0.0,"[True, True, True, True, False, True, True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,3,0.8,0.0,4,0.04363636363636364,0.0,"[True, True, True, False, True, True, True, False, True, True]",True
3,GPT 3.5 Turbo,bspResults,4,0.4,0.0,4,0.02909090909090909,0.0,"[True, False, True, False, False, False, True, False, True, False]",True
4,GPT 3.5 Turbo,bspResults,5,1.0,0.0,4,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,6,0.7,0.1,4,0.07636363636363636,0.01,"[True, 'failed', True, False, True, True, False, True, True, True]",True
6,GPT 3.5 Turbo,bspResults,7,0.7,0.2,4,0.08909090909090908,0.02,"[True, True, True, True, 'failed', True, True, 'failed', False, True]",True
7,GPT 3.5 Turbo,bspResults,8,1.0,0.0,4,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 3.5 Turbo,bspResults,9,1.0,0.0,4,0.16363636363636364,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
9,GPT 3.5 Turbo,bspResults,10,1.0,0.0,4,0.18181818181818182,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,PaLM 2,bspResults,4,0.5,0.0,-3,0.04081632653061224,0.0,"[False, True, True, True, False, False, True, False, False, True]",True
1,PaLM 2,bspResults,5,0.5,0.0,-3,0.05102040816326531,0.0,"[True, False, False, True, True, False, True, False, False, True]",True
2,PaLM 2,bspResults,6,0.7,0.0,-3,0.0857142857142857,0.0,"[True, True, True, True, True, False, True, False, True, False]",True
3,PaLM 2,bspResults,7,0.6,0.0,-3,0.08571428571428572,0.0,"[False, False, True, True, True, True, False, True, False, True]",True
4,PaLM 2,bspResults,8,0.6,0.0,-3,0.09795918367346938,0.0,"[False, True, True, True, False, True, True, False, False, True]",True
5,PaLM 2,bspResults,9,0.4,0.0,-3,0.07346938775510205,0.0,"[True, False, False, False, True, False, False, True, False, True]",True
6,PaLM 2,bspResults,10,0.3,0.0,-3,0.061224489795918366,0.0,"[False, False, True, False, True, False, True, False, False, False]",True
0,Claude 2,bspResults,1,0.9,0.1,5,0.016363636363636365,0.01,"[True, 'failed', True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,2,1.0,0.0,5,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,3,1.0,0.0,5,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,Claude 2,bspResults,4,0.9,0.1,5,0.06545454545454546,0.01,"['failed', True, True, True, True, True, True, True, True, True]",True
4,Claude 2,bspResults,5,0.5,0.2,5,0.045454545454545456,0.02,"[False, 'failed', True, True, True, False, False, True, True, 'failed']",True
5,Claude 2,bspResults,6,0.6,0.0,5,0.06545454545454545,0.0,"[True, True, False, True, False, False, True, True, True, False]",True
6,Claude 2,bspResults,7,0.5,0.0,5,0.06363636363636363,0.0,"[False, False, False, True, True, False, False, True, True, True]",True
7,Claude 2,bspResults,8,0.9,0.0,5,0.13090909090909092,0.0,"[True, True, False, True, True, True, True, True, True, True]",True
8,Claude 2,bspResults,9,0.4,0.1,5,0.06545454545454546,0.01,"[False, True, False, True, 'failed', False, False, True, True, False]",True
9,Claude 2,bspResults,10,0.7,0.0,5,0.12727272727272726,0.0,"[True, True, True, True, True, True, False, False, False, True]",True
0,GPT 4 Turbo,bspResults,3,1.0,0.0,-2,0.057692307692307696,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,4,1.0,0.0,-2,0.07692307692307693,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,5,1.0,0.0,-2,0.09615384615384616,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,6,1.0,0.0,-2,0.11538461538461539,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,7,1.0,0.0,-2,0.1346153846153846,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,8,1.0,0.0,-2,0.15384615384615385,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,9,1.0,0.0,-2,0.17307692307692307,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,10,1.0,0.0,-2,0.19230769230769232,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,GPT 4 Turbo,bspResults,4,1.0,0.0,-3,0.08163265306122448,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,5,1.0,0.0,-3,0.10204081632653061,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,6,1.0,0.0,-3,0.12244897959183673,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,7,1.0,0.0,-3,0.14285714285714285,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,8,1.0,0.0,-3,0.16326530612244897,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,9,0.9,0.0,-3,0.16530612244897958,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
6,GPT 4 Turbo,bspResults,10,1.0,0.0,-3,0.20408163265306123,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,Claude 2,bspResults,1,1.0,0.0,4,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,2,1.0,0.0,4,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,3,0.9,0.0,4,0.049090909090909095,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
3,Claude 2,bspResults,4,1.0,0.0,4,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,Claude 2,bspResults,5,0.8,0.0,4,0.07272727272727272,0.0,"[True, True, False, True, True, True, True, False, True, True]",True
5,Claude 2,bspResults,6,0.5,0.3,4,0.05454545454545454,0.03,"[True, True, True, False, True, False, True, 'failed', 'failed', 'failed']",True
6,Claude 2,bspResults,7,0.5,0.2,4,0.06363636363636363,0.02,"['failed', True, True, True, False, False, False, True, 'failed', True]",True
7,Claude 2,bspResults,8,0.6,0.0,4,0.08727272727272727,0.0,"[True, False, False, True, False, False, True, True, True, True]",True
8,Claude 2,bspResults,9,0.9,0.0,4,0.14727272727272728,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
9,Claude 2,bspResults,10,0.7,0.0,4,0.12727272727272726,0.0,"[True, True, True, True, True, True, False, False, True, False]",True
0,PaLM 2,bspResults,3,0.8,0.0,-2,0.04615384615384616,0.0,"[True, True, True, False, False, True, True, True, True, True]",True
1,PaLM 2,bspResults,4,1.0,0.0,-2,0.07692307692307693,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,PaLM 2,bspResults,5,0.9,0.0,-2,0.08653846153846154,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
3,PaLM 2,bspResults,6,0.4,0.0,-2,0.04615384615384616,0.0,"[False, False, True, True, True, False, False, False, True, False]",True
4,PaLM 2,bspResults,7,0.7,0.0,-2,0.09423076923076922,0.0,"[False, True, True, True, True, True, False, True, True, False]",True
5,PaLM 2,bspResults,8,0.4,0.0,-2,0.06153846153846154,0.0,"[False, True, True, True, False, False, False, False, False, True]",True
6,PaLM 2,bspResults,9,0.3,0.0,-2,0.05192307692307692,0.0,"[False, True, False, False, False, False, True, False, True, False]",True
7,PaLM 2,bspResults,10,0.8,0.1,-2,0.15384615384615385,0.0125,"[True, True, 'failed', False, True, True, True, True, True, True]",True
0,GPT 3.5 Turbo,bspResults,1,0.6,0.0,5,0.010909090909090908,0.0,"[True, True, True, False, True, True, False, False, True, False]",True
1,GPT 3.5 Turbo,bspResults,2,1.0,0.0,5,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,3,0.8,0.0,5,0.04363636363636364,0.0,"[True, True, False, False, True, True, True, True, True, True]",True
3,GPT 3.5 Turbo,bspResults,4,0.8,0.0,5,0.05818181818181818,0.0,"[True, False, True, True, True, True, False, True, True, True]",True
4,GPT 3.5 Turbo,bspResults,5,0.9,0.1,5,0.08181818181818182,0.01,"[True, True, True, 'failed', True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,6,0.5,0.3,5,0.05454545454545454,0.03,"[True, 'failed', False, True, 'failed', True, True, True, 'failed', False]",True
6,GPT 3.5 Turbo,bspResults,7,0.8,0.0,5,0.10181818181818182,0.0,"[True, True, False, True, True, True, True, False, True, True]",True
7,GPT 3.5 Turbo,bspResults,8,1.0,0.0,5,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 3.5 Turbo,bspResults,9,0.9,0.0,5,0.14727272727272728,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
9,GPT 3.5 Turbo,bspResults,10,0.9,0.0,5,0.16363636363636364,0.0,"[True, True, True, True, False, True, True, True, True, True]",True
0,PaLM 2,bspResults,2,1.0,0.0,-1,0.037037037037037035,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,PaLM 2,bspResults,3,1.0,0.0,-1,0.05555555555555555,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,PaLM 2,bspResults,4,0.8,0.0,-1,0.05925925925925926,0.0,"[False, True, True, False, True, True, True, True, True, True]",True
3,PaLM 2,bspResults,5,0.8,0.0,-1,0.07407407407407407,0.0,"[True, True, True, True, True, False, True, True, False, True]",True
4,PaLM 2,bspResults,6,0.4,0.0,-1,0.04444444444444445,0.0,"[False, False, False, True, True, False, False, False, True, True]",True
5,PaLM 2,bspResults,7,0.6,0.0,-1,0.07777777777777778,0.0,"[False, True, False, True, False, True, False, True, True, True]",True
6,PaLM 2,bspResults,8,0.2,0.0,-1,0.02962962962962963,0.0,"[False, False, True, False, False, False, False, False, False, True]",True
7,PaLM 2,bspResults,9,0.6,0.1,-1,0.09999999999999999,0.011111111111111112,"[True, True, True, False, False, True, True, True, 'failed', False]",True
8,PaLM 2,bspResults,10,0.7,0.0,-1,0.12962962962962962,0.0,"[True, False, True, False, True, True, True, False, True, True]",True
0,Claude 2,bspResults,5,1.0,0.0,-4,0.1111111111111111,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,6,0.8,0.0,-4,0.10666666666666669,0.0,"[True, True, True, False, True, False, True, True, True, True]",True
2,Claude 2,bspResults,7,0.4,0.2,-4,0.06222222222222223,0.03333333333333333,"[False, True, False, True, True, False, 'failed', 'failed', False, True]",True
3,Claude 2,bspResults,8,0.6,0.0,-4,0.10666666666666666,0.0,"[True, False, False, False, True, False, True, True, True, True]",True
4,Claude 2,bspResults,9,0.6,0.0,-4,0.11999999999999998,0.0,"[True, True, False, True, True, False, False, True, True, False]",True
5,Claude 2,bspResults,10,0.7,0.0,-4,0.15555555555555556,0.0,"[True, True, True, False, True, True, True, False, True, False]",True
0,Claude Instant,bspResults,1,1.0,0.0,4,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude Instant,bspResults,2,1.0,0.0,4,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude Instant,bspResults,3,0.7,0.0,4,0.03818181818181818,0.0,"[True, True, True, True, True, False, False, True, True, False]",True
3,Claude Instant,bspResults,4,0.7,0.0,4,0.050909090909090904,0.0,"[False, True, True, True, True, True, True, False, True, False]",True
4,Claude Instant,bspResults,5,0.5,0.0,4,0.045454545454545456,0.0,"[True, False, True, True, False, True, False, True, False, False]",True
5,Claude Instant,bspResults,6,0.7,0.0,4,0.07636363636363636,0.0,"[False, True, False, True, True, True, True, True, True, False]",True
6,Claude Instant,bspResults,7,0.7,0.0,4,0.08909090909090908,0.0,"[True, False, True, True, True, True, False, True, True, False]",True
7,Claude Instant,bspResults,8,0.5,0.0,4,0.07272727272727272,0.0,"[True, True, False, True, False, False, True, False, False, True]",True
8,Claude Instant,bspResults,9,0.6,0.0,4,0.09818181818181818,0.0,"[False, True, False, False, True, True, True, True, True, False]",True
9,Claude Instant,bspResults,10,0.3,0.0,4,0.05454545454545454,0.0,"[False, False, True, False, False, False, False, True, True, False]",True
0,Claude Instant,bspResults,6,0.9,0.0,-5,0.135,0.0,"[True, True, True, True, True, True, True, True, True, False]",True
1,Claude Instant,bspResults,7,0.7,0.0,-5,0.12249999999999998,0.0,"[False, True, False, True, True, False, True, True, True, True]",True
2,Claude Instant,bspResults,8,0.7,0.0,-5,0.13999999999999999,0.0,"[False, True, True, False, True, False, True, True, True, True]",True
3,Claude Instant,bspResults,9,0.5,0.0,-5,0.1125,0.0,"[False, False, False, True, True, False, True, True, True, False]",True
4,Claude Instant,bspResults,10,0.9,0.0,-5,0.225,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
0,GPT 4 Turbo,bspResults,1,1.0,0.0,5,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,2,1.0,0.0,5,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,3,1.0,0.0,5,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,4,1.0,0.0,5,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,5,1.0,0.0,5,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,6,1.0,0.0,5,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,7,1.0,0.0,5,0.12727272727272726,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,8,1.0,0.0,5,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 4 Turbo,bspResults,9,1.0,0.0,5,0.16363636363636364,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
9,GPT 4 Turbo,bspResults,10,1.0,0.0,5,0.18181818181818182,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,PaLM 2,bspResults,1,0.7,0.0,5,0.012727272727272726,0.0,"[True, True, True, False, True, True, True, False, True, False]",True
1,PaLM 2,bspResults,2,0.8,0.0,5,0.02909090909090909,0.0,"[True, True, True, True, True, True, False, False, True, True]",True
2,PaLM 2,bspResults,3,0.9,0.0,5,0.049090909090909095,0.0,"[True, False, True, True, True, True, True, True, True, True]",True
3,PaLM 2,bspResults,4,1.0,0.0,5,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,PaLM 2,bspResults,5,0.4,0.0,5,0.03636363636363636,0.0,"[False, False, False, False, True, False, True, False, True, True]",True
5,PaLM 2,bspResults,6,0.2,0.2,5,0.02181818181818182,0.02,"[True, 'failed', False, 'failed', False, True, False, False, False, False]",True
6,PaLM 2,bspResults,7,0.8,0.0,5,0.10181818181818182,0.0,"[True, False, False, True, True, True, True, True, True, True]",True
7,PaLM 2,bspResults,8,0.4,0.0,5,0.05818181818181818,0.0,"[False, True, True, False, False, False, True, False, False, True]",True
8,PaLM 2,bspResults,9,0.6,0.0,5,0.09818181818181818,0.0,"[False, True, False, False, False, True, True, True, True, True]",True
9,PaLM 2,bspResults,10,0.7,0.0,5,0.12727272727272726,0.0,"[False, True, True, False, True, True, True, False, True, True]",True
0,GPT 3.5 Turbo,bspResults,6,0.9,0.0,-5,0.135,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
1,GPT 3.5 Turbo,bspResults,7,0.9,0.1,-5,0.1575,0.02,"[True, True, True, True, True, 'failed', True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,8,1.0,0.0,-5,0.2,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 3.5 Turbo,bspResults,9,0.9,0.0,-5,0.20249999999999999,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
4,GPT 3.5 Turbo,bspResults,10,0.9,0.0,-5,0.225,0.0,"[True, True, True, False, True, True, True, True, True, True]",True
0,GPT 3.5 Turbo,bspResults,5,1.0,0.0,-4,0.1111111111111111,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 3.5 Turbo,bspResults,6,1.0,0.0,-4,0.13333333333333333,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,7,1.0,0.0,-4,0.15555555555555556,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 3.5 Turbo,bspResults,8,0.7,0.0,-4,0.12444444444444444,0.0,"[False, False, True, True, True, True, True, True, False, True]",True
4,GPT 3.5 Turbo,bspResults,9,1.0,0.0,-4,0.2,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,10,0.8,0.0,-4,0.17777777777777778,0.0,"[False, True, True, True, True, False, True, True, True, True]",True
0,PaLM 2,bspResults,1,1.0,0.0,4,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,PaLM 2,bspResults,2,0.4,0.0,4,0.014545454545454545,0.0,"[False, False, False, False, True, False, True, True, False, True]",True
2,PaLM 2,bspResults,3,0.8,0.0,4,0.04363636363636364,0.0,"[True, False, True, True, False, True, True, True, True, True]",True
3,PaLM 2,bspResults,4,0.8,0.0,4,0.05818181818181818,0.0,"[True, True, True, False, True, True, True, True, False, True]",True
4,PaLM 2,bspResults,5,0.9,0.0,4,0.08181818181818182,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
5,PaLM 2,bspResults,6,0.2,0.0,4,0.02181818181818182,0.0,"[True, False, False, False, False, True, False, False, False, False]",True
6,PaLM 2,bspResults,7,0.0,0.4,4,0.0,0.04,"['failed', False, 'failed', False, 'failed', False, False, False, 'failed', False]",True
7,PaLM 2,bspResults,8,0.5,0.0,4,0.07272727272727272,0.0,"[False, True, True, True, False, False, True, False, False, True]",True
8,PaLM 2,bspResults,9,0.2,0.0,4,0.03272727272727273,0.0,"[True, False, False, False, False, False, True, False, False, False]",True
9,PaLM 2,bspResults,10,0.7,0.0,4,0.12727272727272726,0.0,"[True, False, True, True, True, False, True, True, False, True]",True
0,GPT 4 Turbo,bspResults,1,1.0,0.0,4,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,2,1.0,0.0,4,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,3,1.0,0.0,4,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,4,1.0,0.0,4,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,5,1.0,0.0,4,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,6,1.0,0.0,4,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,7,1.0,0.0,4,0.12727272727272726,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,8,1.0,0.0,4,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 4 Turbo,bspResults,9,1.0,0.0,4,0.16363636363636364,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
9,GPT 4 Turbo,bspResults,10,1.0,0.0,4,0.18181818181818182,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,Claude Instant,bspResults,5,1.0,0.0,-4,0.1111111111111111,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude Instant,bspResults,6,1.0,0.0,-4,0.13333333333333333,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude Instant,bspResults,7,0.7,0.0,-4,0.10888888888888888,0.0,"[False, False, False, True, True, True, True, True, True, True]",True
3,Claude Instant,bspResults,8,0.6,0.0,-4,0.10666666666666666,0.0,"[True, True, True, True, False, False, True, False, False, True]",True
4,Claude Instant,bspResults,9,0.7,0.0,-4,0.13999999999999999,0.0,"[True, True, False, True, False, True, True, True, True, False]",True
5,Claude Instant,bspResults,10,0.3,0.0,-4,0.06666666666666667,0.0,"[False, True, True, False, False, True, False, False, False, False]",True
0,GPT 4 Turbo,bspResults,2,1.0,0.0,-1,0.037037037037037035,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,3,1.0,0.0,-1,0.05555555555555555,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,4,1.0,0.0,-1,0.07407407407407407,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,5,1.0,0.0,-1,0.09259259259259259,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 4 Turbo,bspResults,6,1.0,0.0,-1,0.1111111111111111,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,7,0.9,0.0,-1,0.11666666666666667,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,8,1.0,0.0,-1,0.14814814814814814,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,9,1.0,0.0,-1,0.16666666666666666,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 4 Turbo,bspResults,10,1.0,0.0,-1,0.18518518518518517,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,Claude Instant,bspResults,1,1.0,0.0,5,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude Instant,bspResults,2,0.6,0.0,5,0.021818181818181816,0.0,"[False, True, True, True, False, True, False, False, True, True]",True
2,Claude Instant,bspResults,3,0.5,0.0,5,0.02727272727272727,0.0,"[False, False, True, False, False, True, True, False, True, True]",True
